Treat_Mediator_Y	ACME.p	prop.mediated
MetaB.MEorangered1_HostT.MElightpink_NEU	2.00E-16	1.03
MetaB.MEorangered1_HostT.MElightpink1_NEU	2.00E-16	0.69
MetaB.MEorangered1_HostT.MElightpink3_NEU	2.00E-16	0.497
MetaB.MEorangered1_HostT.MElightskyblue2_NEU	2.00E-16	1.24
MetaB.MEorangered1_HostT.MElightsteelblue1_NEU	2.00E-16	1.204
MetaB.MEorangered1_HostT.MElightyellow.1_NEU	2.00E-16	0.97348
MetaB.MEorangered1_HostT.MElightyellow_NEU	0.002	0.778
MetaB.MEorangered1_HostT.MElightyellow3_NEU	2.00E-16	0.998
MetaB.MEorangered1_HostT.MEmagenta_NEU	2.00E-16	1.325
MetaB.MEorangered1_HostT.MEmagenta4_NEU	2.00E-16	1.278
MetaB.MEorangered1_HostT.MEmaroon2_NEU	2.00E-16	1.26
MetaB.MEorangered1_HostT.MEmaroon3_NEU	2.00E-16	0.765
MetaB.MEorangered1_HostT.MEmoccasin_NEU	2.00E-16	1.423
MetaB.MEorangered1_HostT.MEnavajowhite1_NEU	2.00E-16	1.19
MetaB.MEorangered1_HostT.MEnavajowhite4_NEU	2.00E-16	0.79
MetaB.MEorangered1_HostT.MEoldlace_NEU	0.002	0.884
MetaB.MEorangered1_HostT.MEorange_NEU	0.258	0.118
MetaB.MEorangered1_HostT.MEorange4_NEU	2.00E-16	0.643
MetaB.MEorangered1_HostT.MEorangered_NEU	2.00E-16	0.93
MetaB.MEorangered1_HostT.MEorangered4_NEU	2.00E-16	0.849
MetaB.MEorangered1_HostT.MEorchid4_NEU	2.00E-16	0.767
MetaB.MEorangered1_HostT.MEpalegreen3_NEU	2.00E-16	0.938
MetaB.MEorangered1_HostT.MEpaleturquoise_NEU	0.37	0.0888
MetaB.MEorangered1_HostT.MEpaleturquoise4_NEU	2.00E-16	0.866
MetaB.MEorangered1_HostT.MEpink1_NEU	2.00E-16	0.634
MetaB.MEorangered1_HostT.MEpink3_NEU	0.004	0.631
MetaB.MEorangered1_HostT.MEplum4_NEU	0.076	0.2757
MetaB.MEorangered1_HostT.MEpurple_NEU	2.00E-16	0.898
MetaB.MEorangered1_HostT.MEpurple2_NEU	2.00E-16	1.143
MetaB.MEorangered1_HostT.MEred_NEU	2.00E-16	0.825
MetaB.MEorangered1_HostT.MEred3_NEU	0.214	-0.167
MetaB.MEorangered1_HostT.MEred4_NEU	2.00E-16	1.233
MetaB.MEorangered1_HostT.MErosybrown1_NEU	2.00E-16	0.915
MetaB.MEorangered1_HostT.MEroyalblue4_NEU	0.002	0.454
MetaB.MEorangered1_HostT.MEsaddlebrown.1_NEU	2.00E-16	1.362
MetaB.MEorangered1_HostT.MEsalmon2_NEU	2.00E-16	1.161
MetaB.MEorangered1_HostT.MEseagreen2_NEU	0.228	0.171
MetaB.MEorangered1_HostT.MEsienna1_NEU	2.00E-16	0.612
MetaB.MEorangered1_HostT.MEsienna2_NEU	2.00E-16	1.195
MetaB.MEorangered1_HostT.MEsienna3_NEU	2.00E-16	1.089
MetaB.MEorangered1_HostT.MEskyblue2_NEU	2.00E-16	0.964
MetaB.MEorangered1_HostT.MEskyblue3.1_NEU	0.008	0.442
MetaB.MEorangered1_HostT.MEslateblue2_NEU	2.00E-16	0.792
MetaB.MEorangered1_HostT.MEsteelblue1_NEU	2.00E-16	0.665
MetaB.MEorangered1_HostT.MEsteelblue4_NEU	2.00E-16	0.543
MetaB.MEorangered1_HostT.MEtan.1_NEU	2.00E-16	0.654
MetaB.MEorangered1_HostT.MEtan4_NEU	2.00E-16	0.895
MetaB.MEorangered1_HostT.MEthistle4_NEU	2.00E-16	0.818
MetaB.MEorangered1_HostT.MEturquoise_NEU	2.00E-16	1.221
MetaB.MEorangered1_HostT.MEwhite_NEU	2.00E-16	0.913
MetaB.MEorangered1_HostT.MEyellow_NEU	2.00E-16	1.119
MetaB.MEorangered1_HostT.MEyellow2_NEU	2.00E-16	0.856
MetaB.MEorangered3_HostT.MEbisque4_NEU	2.00E-16	1.296
MetaB.MEorangered3_HostT.MEblue2_NEU	2.00E-16	1.073
MetaB.MEorangered3_HostT.MEblueviolet_NEU	2.00E-16	1.007
MetaB.MEorangered3_HostT.MEbrown_NEU	2.00E-16	1.242
MetaB.MEorangered3_HostT.MEbrown3_NEU	2.00E-16	0.783
MetaB.MEorangered3_HostT.MEchocolate2_NEU	2.00E-16	0.617
MetaB.MEorangered3_HostT.MEchocolate4_NEU	2.00E-16	0.595
MetaB.MEorangered3_HostT.MEcoral_NEU	2.00E-16	0.572
MetaB.MEorangered3_HostT.MEcyan_NEU	2.00E-16	0.975
MetaB.MEorangered3_HostT.MEdarkgoldenrod4_NEU	2.00E-16	1.529
MetaB.MEorangered3_HostT.MEdarkgreen_NEU	2.00E-16	0.795
MetaB.MEorangered3_HostT.MEdarkgrey.1_NEU	0.002	0.395
MetaB.MEorangered3_HostT.MEdarkmagenta.1_NEU	2.00E-16	0.979
MetaB.MEorangered3_HostT.MEdarkmagenta_NEU	0.02	0.3055
MetaB.MEorangered3_HostT.MEdarkolivegreen4_NEU	2.00E-16	0.446
MetaB.MEorangered3_HostT.MEdarkorange2_NEU	2.00E-16	1.013
MetaB.MEorangered3_HostT.MEdarkorchid1_NEU	2.00E-16	0.875
MetaB.MEorangered3_HostT.MEdarkorchid2_NEU	0.002	0.785
MetaB.MEorangered3_HostT.MEdarksalmon_NEU	0.01	0.4102
MetaB.MEorangered3_HostT.MEdarkseagreen2_NEU	0.002	0.554
MetaB.MEorangered3_HostT.MEdarkviolet_NEU	2.00E-16	1.011
MetaB.MEorangered3_HostT.MEdeeppink_NEU	2.00E-16	0.639
MetaB.MEorangered3_HostT.MEdeeppink3_NEU	2.00E-16	1.115
MetaB.MEorangered3_HostT.MEdodgerblue1_NEU	0.53	-0.0546
MetaB.MEorangered3_HostT.MEdodgerblue4_NEU	2.00E-16	0.562
MetaB.MEorangered3_HostT.MEfirebrick3_NEU	2.00E-16	1.03
MetaB.MEorangered3_HostT.MEfirebrick4_NEU	2.00E-16	0.803
MetaB.MEorangered3_HostT.MEfloralwhite_NEU	2.00E-16	0.625
MetaB.MEorangered3_HostT.MEgold_NEU	2.00E-16	0.875
MetaB.MEorangered3_HostT.MEgold1_NEU	2.00E-16	0.716
MetaB.MEorangered3_HostT.MEgreen2_NEU	2.00E-16	1.308
MetaB.MEorangered3_HostT.MEgreen4_NEU	2.00E-16	1.177
MetaB.MEorangered3_HostT.MEgreenyellow.1_NEU	0.23	0.133
MetaB.MEorangered3_HostT.MEgreenyellow_NEU	2.00E-16	0.652
MetaB.MEorangered3_HostT.MEhoneydew1_NEU	0.002	0.652
MetaB.MEorangered3_HostT.MEhoneydew2_NEU	2.00E-16	1.076
MetaB.MEorangered3_HostT.MEhoneydew3_NEU	2.00E-16	0.75
MetaB.MEorangered3_HostT.MEhotpink1_NEU	0.006	0.621
MetaB.MEorangered3_HostT.MEhotpink2_NEU	2.00E-16	1.176
MetaB.MEorangered3_HostT.MElavender_NEU	0.052	0.352677
MetaB.MEorangered3_HostT.MElavenderblush2_NEU	2.00E-16	0.479
MetaB.MEorangered3_HostT.MElemonchiffon1_NEU	2.00E-16	0.599
MetaB.MEorangered3_HostT.MElightcyan4_NEU	2.00E-16	0.602
MetaB.MEorangered3_HostT.MElightgoldenrod2_NEU	0.308	0.0567
MetaB.MEorangered3_HostT.MElightgoldenrod3_NEU	0.046	0.27971
MetaB.MEorangered3_HostT.MElightpink_NEU	2.00E-16	0.97
MetaB.MEorangered3_HostT.MElightpink1_NEU	0.034	0.5206
MetaB.MEorangered3_HostT.MElightpink3_NEU	2.00E-16	0.389
MetaB.MEorangered3_HostT.MElightskyblue2_NEU	2.00E-16	0.926
MetaB.MEorangered3_HostT.MElightsteelblue1_NEU	2.00E-16	1.232
MetaB.MEorangered3_HostT.MElightyellow.1_NEU	2.00E-16	0.829
MetaB.MEorangered3_HostT.MElightyellow_NEU	2.00E-16	0.977
MetaB.MEorangered3_HostT.MElightyellow3_NEU	2.00E-16	1.062
MetaB.MEorangered3_HostT.MEmagenta_NEU	2.00E-16	1.131
MetaB.MEorangered3_HostT.MEmagenta4_NEU	2.00E-16	1.443
MetaB.MEorangered3_HostT.MEmaroon2_NEU	2.00E-16	1.412
MetaB.MEorangered3_HostT.MEmaroon3_NEU	2.00E-16	0.603
MetaB.MEorangered3_HostT.MEmoccasin_NEU	2.00E-16	1.74
MetaB.MEorangered3_HostT.MEnavajowhite1_NEU	2.00E-16	1.106
MetaB.MEorangered3_HostT.MEnavajowhite4_NEU	2.00E-16	0.845
MetaB.MEorangered3_HostT.MEoldlace_NEU	2.00E-16	1.111
MetaB.MEorangered3_HostT.MEorange_NEU	0.79	-0.0427
MetaB.MEorangered3_HostT.MEorange4_NEU	0.002	0.512
MetaB.MEorangered3_HostT.MEorangered_NEU	2.00E-16	0.866
MetaB.MEorangered3_HostT.MEorangered4_NEU	2.00E-16	0.762
MetaB.MEorangered3_HostT.MEorchid4_NEU	2.00E-16	0.61
MetaB.MEorangered3_HostT.MEpalegreen3_NEU	2.00E-16	0.822
MetaB.MEorangered3_HostT.MEpaleturquoise_NEU	0.74	0.0311
MetaB.MEorangered3_HostT.MEpaleturquoise4_NEU	0.002	0.582
MetaB.MEorangered3_HostT.MEpink1_NEU	0.004	0.425
MetaB.MEorangered3_HostT.MEpink3_NEU	0.01	0.4189
MetaB.MEorangered3_HostT.MEplum4_NEU	0.004	0.2769
MetaB.MEorangered3_HostT.MEpurple_NEU	2.00E-16	0.66
MetaB.MEorangered3_HostT.MEpurple2_NEU	2.00E-16	1.04
MetaB.MEorangered3_HostT.MEred_NEU	2.00E-16	0.684
MetaB.MEorangered3_HostT.MEred3_NEU	0.004	-0.391
MetaB.MEorangered3_HostT.MEred4_NEU	2.00E-16	0.965
MetaB.MEorangered3_HostT.MErosybrown1_NEU	2.00E-16	0.751
MetaB.MEorangered3_HostT.MEroyalblue4_NEU	0.048	0.31328
MetaB.MEorangered3_HostT.MEsaddlebrown.1_NEU	2.00E-16	1.438
MetaB.MEorangered3_HostT.MEsalmon2_NEU	2.00E-16	1.195
MetaB.MEorangered3_HostT.MEseagreen2_NEU	0.92	-0.0189
MetaB.MEorangered3_HostT.MEsienna1_NEU	2.00E-16	0.712
MetaB.MEorangered3_HostT.MEsienna2_NEU	2.00E-16	0.99
MetaB.MEorangered3_HostT.MEsienna3_NEU	2.00E-16	0.661
MetaB.MEorangered3_HostT.MEskyblue2_NEU	2.00E-16	0.956
MetaB.MEorangered3_HostT.MEskyblue3.1_NEU	0.002	0.451
MetaB.MEorangered3_HostT.MEslateblue2_NEU	0.002	0.57
MetaB.MEorangered3_HostT.MEsteelblue1_NEU	0.02	0.5735
MetaB.MEorangered3_HostT.MEsteelblue4_NEU	2.00E-16	0.5
MetaB.MEorangered3_HostT.MEtan.1_NEU	2.00E-16	0.57
MetaB.MEorangered3_HostT.MEtan4_NEU	2.00E-16	0.744
MetaB.MEorangered3_HostT.MEthistle4_NEU	2.00E-16	0.866
MetaB.MEorangered3_HostT.MEturquoise_NEU	2.00E-16	1.168
MetaB.MEorangered3_HostT.MEwhite_NEU	2.00E-16	0.825
MetaB.MEorangered3_HostT.MEyellow_NEU	2.00E-16	0.925
MetaB.MEorangered3_HostT.MEyellow2_NEU	2.00E-16	0.892
MetaB.MEpalevioletred1_HostT.MEbisque4_NEU	2.00E-16	0.857
MetaB.MEpalevioletred1_HostT.MEblue2_NEU	2.00E-16	0.814
MetaB.MEpalevioletred1_HostT.MEblueviolet_NEU	2.00E-16	0.674
MetaB.MEpalevioletred1_HostT.MEbrown_NEU	2.00E-16	0.886
MetaB.MEpalevioletred1_HostT.MEbrown3_NEU	2.00E-16	0.547
MetaB.MEpalevioletred1_HostT.MEchocolate2_NEU	2.00E-16	0.456
MetaB.MEpalevioletred1_HostT.MEchocolate4_NEU	2.00E-16	0.353
MetaB.MEpalevioletred1_HostT.MEcoral_NEU	0.002	0.493
MetaB.MEpalevioletred1_HostT.MEcyan_NEU	0.002	0.626
MetaB.MEpalevioletred1_HostT.MEdarkgoldenrod4_NEU	2.00E-16	1.008
MetaB.MEpalevioletred1_HostT.MEdarkgreen_NEU	2.00E-16	0.538
MetaB.MEpalevioletred1_HostT.MEdarkgrey.1_NEU	0.056	0.20128
MetaB.MEpalevioletred1_HostT.MEdarkmagenta.1_NEU	2.00E-16	0.744
MetaB.MEpalevioletred1_HostT.MEdarkmagenta_NEU	0.094	0.192
MetaB.MEpalevioletred1_HostT.MEdarkolivegreen4_NEU	2.00E-16	0.303
MetaB.MEpalevioletred1_HostT.MEdarkorange2_NEU	2.00E-16	0.597
MetaB.MEpalevioletred1_HostT.MEdarkorchid1_NEU	2.00E-16	0.56
MetaB.MEpalevioletred1_HostT.MEdarkorchid2_NEU	0.012	0.494
MetaB.MEpalevioletred1_HostT.MEdarksalmon_NEU	0.09	0.265
MetaB.MEpalevioletred1_HostT.MEdarkseagreen2_NEU	0.014	0.3502
MetaB.MEpalevioletred1_HostT.MEdarkviolet_NEU	2.00E-16	0.779
MetaB.MEpalevioletred1_HostT.MEdeeppink_NEU	2.00E-16	0.461
MetaB.MEpalevioletred1_HostT.MEdeeppink3_NEU	2.00E-16	0.776
MetaB.MEpalevioletred1_HostT.MEdodgerblue1_NEU	0.98	9.54E-04
MetaB.MEpalevioletred1_HostT.MEdodgerblue4_NEU	2.00E-16	0.321
MetaB.MEpalevioletred1_HostT.MEfirebrick3_NEU	2.00E-16	0.823
MetaB.MEpalevioletred1_HostT.MEfirebrick4_NEU	2.00E-16	0.672
MetaB.MEpalevioletred1_HostT.MEfloralwhite_NEU	0.002	0.452
MetaB.MEpalevioletred1_HostT.MEgold_NEU	2.00E-16	0.744
MetaB.MEpalevioletred1_HostT.MEgold1_NEU	2.00E-16	0.599
MetaB.MEpalevioletred1_HostT.MEgreen2_NEU	2.00E-16	1.023
MetaB.MEpalevioletred1_HostT.MEgreen4_NEU	2.00E-16	0.865
MetaB.MEpalevioletred1_HostT.MEgreenyellow.1_NEU	0.57	0.062
MetaB.MEpalevioletred1_HostT.MEgreenyellow_NEU	2.00E-16	0.521
MetaB.MEpalevioletred1_HostT.MEhoneydew1_NEU	0.004	0.393
MetaB.MEpalevioletred1_HostT.MEhoneydew2_NEU	2.00E-16	0.847
MetaB.MEpalevioletred1_HostT.MEhoneydew3_NEU	2.00E-16	0.465
MetaB.MEpalevioletred1_HostT.MEhotpink1_NEU	0.036	0.385
MetaB.MEpalevioletred1_HostT.MEhotpink2_NEU	2.00E-16	0.867
MetaB.MEpalevioletred1_HostT.MElavender_NEU	0.27	0.193
MetaB.MEpalevioletred1_HostT.MElavenderblush2_NEU	0.048	0.31732
MetaB.MEpalevioletred1_HostT.MElemonchiffon1_NEU	2.00E-16	0.538
MetaB.MEpalevioletred1_HostT.MElightcyan4_NEU	2.00E-16	0.377
MetaB.MEpalevioletred1_HostT.MElightgoldenrod2_NEU	0.17	0.0541
MetaB.MEpalevioletred1_HostT.MElightgoldenrod3_NEU	0.17	0.1707
MetaB.MEpalevioletred1_HostT.MElightpink_NEU	2.00E-16	0.736
MetaB.MEpalevioletred1_HostT.MElightpink1_NEU	0.116	0.263
MetaB.MEpalevioletred1_HostT.MElightpink3_NEU	0.002	0.2719
MetaB.MEpalevioletred1_HostT.MElightskyblue2_NEU	2.00E-16	0.803
MetaB.MEpalevioletred1_HostT.MElightsteelblue1_NEU	2.00E-16	0.995
MetaB.MEpalevioletred1_HostT.MElightyellow.1_NEU	2.00E-16	0.652
MetaB.MEpalevioletred1_HostT.MElightyellow_NEU	2.00E-16	0.649
MetaB.MEpalevioletred1_HostT.MElightyellow3_NEU	2.00E-16	0.75
MetaB.MEpalevioletred1_HostT.MEmagenta_NEU	2.00E-16	0.874
MetaB.MEpalevioletred1_HostT.MEmagenta4_NEU	2.00E-16	0.971
MetaB.MEpalevioletred1_HostT.MEmaroon2_NEU	2.00E-16	0.921
MetaB.MEpalevioletred1_HostT.MEmaroon3_NEU	2.00E-16	0.429
MetaB.MEpalevioletred1_HostT.MEmoccasin_NEU	2.00E-16	1.192
MetaB.MEpalevioletred1_HostT.MEnavajowhite1_NEU	2.00E-16	0.8
MetaB.MEpalevioletred1_HostT.MEnavajowhite4_NEU	2.00E-16	0.505
MetaB.MEpalevioletred1_HostT.MEoldlace_NEU	2.00E-16	0.735
MetaB.MEpalevioletred1_HostT.MEorange_NEU	0.57	-0.0644
MetaB.MEpalevioletred1_HostT.MEorange4_NEU	0.006	0.364
MetaB.MEpalevioletred1_HostT.MEorangered_NEU	0.002	0.541
MetaB.MEpalevioletred1_HostT.MEorangered4_NEU	0.006	0.477
MetaB.MEpalevioletred1_HostT.MEorchid4_NEU	0.016	0.4107
MetaB.MEpalevioletred1_HostT.MEpalegreen3_NEU	2.00E-16	0.619
MetaB.MEpalevioletred1_HostT.MEpaleturquoise_NEU	0.58	-0.0484
MetaB.MEpalevioletred1_HostT.MEpaleturquoise4_NEU	0.062	0.3691
MetaB.MEpalevioletred1_HostT.MEpink1_NEU	0.016	0.3293
MetaB.MEpalevioletred1_HostT.MEpink3_NEU	0.11	0.2641
MetaB.MEpalevioletred1_HostT.MEplum4_NEU	0.006	0.2055
MetaB.MEpalevioletred1_HostT.MEpurple_NEU	2.00E-16	0.568
MetaB.MEpalevioletred1_HostT.MEpurple2_NEU	2.00E-16	0.786
MetaB.MEpalevioletred1_HostT.MEred_NEU	2.00E-16	0.468
MetaB.MEpalevioletred1_HostT.MEred3_NEU	0.002	-0.309
MetaB.MEpalevioletred1_HostT.MEred4_NEU	2.00E-16	0.738
MetaB.MEpalevioletred1_HostT.MErosybrown1_NEU	2.00E-16	0.601
MetaB.MEpalevioletred1_HostT.MEroyalblue4_NEU	0.16	0.177
MetaB.MEpalevioletred1_HostT.MEsaddlebrown.1_NEU	2.00E-16	1.095
MetaB.MEpalevioletred1_HostT.MEsalmon2_NEU	2.00E-16	0.838
MetaB.MEpalevioletred1_HostT.MEseagreen2_NEU	0.57	-0.082
MetaB.MEpalevioletred1_HostT.MEsienna1_NEU	2.00E-16	0.523
MetaB.MEpalevioletred1_HostT.MEsienna2_NEU	2.00E-16	0.723
MetaB.MEpalevioletred1_HostT.MEsienna3_NEU	2.00E-16	0.653
MetaB.MEpalevioletred1_HostT.MEskyblue2_NEU	2.00E-16	0.653
MetaB.MEpalevioletred1_HostT.MEskyblue3.1_NEU	0.004	0.2698
MetaB.MEpalevioletred1_HostT.MEslateblue2_NEU	0.008	0.426
MetaB.MEpalevioletred1_HostT.MEsteelblue1_NEU	0.084	0.3029
MetaB.MEpalevioletred1_HostT.MEsteelblue4_NEU	2.00E-16	0.342
MetaB.MEpalevioletred1_HostT.MEtan.1_NEU	2.00E-16	0.42
MetaB.MEpalevioletred1_HostT.MEtan4_NEU	2.00E-16	0.499
MetaB.MEpalevioletred1_HostT.MEthistle4_NEU	2.00E-16	0.538
MetaB.MEpalevioletred1_HostT.MEturquoise_NEU	2.00E-16	0.804
MetaB.MEpalevioletred1_HostT.MEwhite_NEU	2.00E-16	0.551
MetaB.MEpalevioletred1_HostT.MEyellow_NEU	2.00E-16	0.707
MetaB.MEpalevioletred1_HostT.MEyellow2_NEU	2.00E-16	0.544
MetaB.MEpalevioletred2_HostT.MEbisque4_NEU	2.00E-16	1.317
MetaB.MEpalevioletred2_HostT.MEblue2_NEU	2.00E-16	1.109
MetaB.MEpalevioletred2_HostT.MEblueviolet_NEU	2.00E-16	0.962
MetaB.MEpalevioletred2_HostT.MEbrown_NEU	2.00E-16	1.166
MetaB.MEpalevioletred2_HostT.MEbrown3_NEU	2.00E-16	0.736
MetaB.MEpalevioletred2_HostT.MEchocolate2_NEU	2.00E-16	0.633
MetaB.MEpalevioletred2_HostT.MEchocolate4_NEU	2.00E-16	0.438
MetaB.MEpalevioletred2_HostT.MEcoral_NEU	2.00E-16	0.52
MetaB.MEpalevioletred2_HostT.MEcyan_NEU	2.00E-16	0.884
MetaB.MEpalevioletred2_HostT.MEdarkgoldenrod4_NEU	2.00E-16	1.246
MetaB.MEpalevioletred2_HostT.MEdarkgreen_NEU	2.00E-16	0.74
MetaB.MEpalevioletred2_HostT.MEdarkgrey.1_NEU	0.02	0.2652
MetaB.MEpalevioletred2_HostT.MEdarkmagenta.1_NEU	2.00E-16	0.919
MetaB.MEpalevioletred2_HostT.MEdarkmagenta_NEU	0.056	0.2429
MetaB.MEpalevioletred2_HostT.MEdarkolivegreen4_NEU	2.00E-16	0.384
MetaB.MEpalevioletred2_HostT.MEdarkorange2_NEU	2.00E-16	0.918
MetaB.MEpalevioletred2_HostT.MEdarkorchid1_NEU	2.00E-16	0.69
MetaB.MEpalevioletred2_HostT.MEdarkorchid2_NEU	0.006	0.665
MetaB.MEpalevioletred2_HostT.MEdarksalmon_NEU	0.07	0.3371
MetaB.MEpalevioletred2_HostT.MEdarkseagreen2_NEU	0.01	0.499
MetaB.MEpalevioletred2_HostT.MEdarkviolet_NEU	2.00E-16	1.018
MetaB.MEpalevioletred2_HostT.MEdeeppink_NEU	2.00E-16	0.567
MetaB.MEpalevioletred2_HostT.MEdeeppink3_NEU	2.00E-16	1.044
MetaB.MEpalevioletred2_HostT.MEdodgerblue1_NEU	0.62	0.0289
MetaB.MEpalevioletred2_HostT.MEdodgerblue4_NEU	2.00E-16	0.409
MetaB.MEpalevioletred2_HostT.MEfirebrick3_NEU	2.00E-16	1.056
MetaB.MEpalevioletred2_HostT.MEfirebrick4_NEU	2.00E-16	0.856
MetaB.MEpalevioletred2_HostT.MEfloralwhite_NEU	2.00E-16	0.601
MetaB.MEpalevioletred2_HostT.MEgold_NEU	2.00E-16	0.861
MetaB.MEpalevioletred2_HostT.MEgold1_NEU	2.00E-16	0.735
MetaB.MEpalevioletred2_HostT.MEgreen2_NEU	2.00E-16	1.257
MetaB.MEpalevioletred2_HostT.MEgreen4_NEU	2.00E-16	1.07
MetaB.MEpalevioletred2_HostT.MEgreenyellow.1_NEU	0.48	0.0912
MetaB.MEpalevioletred2_HostT.MEgreenyellow_NEU	2.00E-16	0.607
MetaB.MEpalevioletred2_HostT.MEhoneydew1_NEU	0.012	0.599
MetaB.MEpalevioletred2_HostT.MEhoneydew2_NEU	2.00E-16	1.138
MetaB.MEpalevioletred2_HostT.MEhoneydew3_NEU	2.00E-16	0.717
MetaB.MEpalevioletred2_HostT.MEhotpink1_NEU	0.02	0.532
MetaB.MEpalevioletred2_HostT.MEhotpink2_NEU	2.00E-16	1.18
MetaB.MEpalevioletred2_HostT.MElavender_NEU	0.12	0.2899
MetaB.MEpalevioletred2_HostT.MElavenderblush2_NEU	0.026	0.4112
MetaB.MEpalevioletred2_HostT.MElemonchiffon1_NEU	2.00E-16	0.683
MetaB.MEpalevioletred2_HostT.MElightcyan4_NEU	2.00E-16	0.53
MetaB.MEpalevioletred2_HostT.MElightgoldenrod2_NEU	0.096	0.07818
MetaB.MEpalevioletred2_HostT.MElightgoldenrod3_NEU	0.076	0.2352
MetaB.MEpalevioletred2_HostT.MElightpink_NEU	2.00E-16	0.991
MetaB.MEpalevioletred2_HostT.MElightpink1_NEU	0.098	0.3611
MetaB.MEpalevioletred2_HostT.MElightpink3_NEU	0.004	0.371
MetaB.MEpalevioletred2_HostT.MElightskyblue2_NEU	2.00E-16	0.972
MetaB.MEpalevioletred2_HostT.MElightsteelblue1_NEU	2.00E-16	1.342
MetaB.MEpalevioletred2_HostT.MElightyellow.1_NEU	2.00E-16	0.826
MetaB.MEpalevioletred2_HostT.MElightyellow_NEU	2.00E-16	0.858
MetaB.MEpalevioletred2_HostT.MElightyellow3_NEU	2.00E-16	0.977
MetaB.MEpalevioletred2_HostT.MEmagenta_NEU	2.00E-16	1.071
MetaB.MEpalevioletred2_HostT.MEmagenta4_NEU	2.00E-16	1.43
MetaB.MEpalevioletred2_HostT.MEmaroon2_NEU	2.00E-16	1.431
MetaB.MEpalevioletred2_HostT.MEmaroon3_NEU	2.00E-16	0.609
MetaB.MEpalevioletred2_HostT.MEmoccasin_NEU	2.00E-16	1.61
MetaB.MEpalevioletred2_HostT.MEnavajowhite1_NEU	2.00E-16	1.115
MetaB.MEpalevioletred2_HostT.MEnavajowhite4_NEU	2.00E-16	0.766
MetaB.MEpalevioletred2_HostT.MEoldlace_NEU	2.00E-16	1.073
MetaB.MEpalevioletred2_HostT.MEorange_NEU	0.62	-0.0656
MetaB.MEpalevioletred2_HostT.MEorange4_NEU	0.016	0.509
MetaB.MEpalevioletred2_HostT.MEorangered_NEU	0.002	0.794
MetaB.MEpalevioletred2_HostT.MEorangered4_NEU	2.00E-16	0.67
MetaB.MEpalevioletred2_HostT.MEorchid4_NEU	0.002	0.549
MetaB.MEpalevioletred2_HostT.MEpalegreen3_NEU	2.00E-16	0.793
MetaB.MEpalevioletred2_HostT.MEpaleturquoise_NEU	0.89	-0.0101
MetaB.MEpalevioletred2_HostT.MEpaleturquoise4_NEU	0.004	0.4781
MetaB.MEpalevioletred2_HostT.MEpink1_NEU	0.008	0.39
MetaB.MEpalevioletred2_HostT.MEpink3_NEU	0.062	0.3528
MetaB.MEpalevioletred2_HostT.MEplum4_NEU	2.00E-16	0.2128
MetaB.MEpalevioletred2_HostT.MEpurple_NEU	2.00E-16	0.683
MetaB.MEpalevioletred2_HostT.MEpurple2_NEU	2.00E-16	1.167
MetaB.MEpalevioletred2_HostT.MEred_NEU	2.00E-16	0.59
MetaB.MEpalevioletred2_HostT.MEred3_NEU	0.004	-0.333
MetaB.MEpalevioletred2_HostT.MEred4_NEU	2.00E-16	1.017
MetaB.MEpalevioletred2_HostT.MErosybrown1_NEU	2.00E-16	0.806
MetaB.MEpalevioletred2_HostT.MEroyalblue4_NEU	0.112	0.2475
MetaB.MEpalevioletred2_HostT.MEsaddlebrown.1_NEU	2.00E-16	1.436
MetaB.MEpalevioletred2_HostT.MEsalmon2_NEU	2.00E-16	1.154
MetaB.MEpalevioletred2_HostT.MEseagreen2_NEU	0.57	-0.1
MetaB.MEpalevioletred2_HostT.MEsienna1_NEU	2.00E-16	0.599
MetaB.MEpalevioletred2_HostT.MEsienna2_NEU	2.00E-16	0.994
MetaB.MEpalevioletred2_HostT.MEsienna3_NEU	2.00E-16	0.706
MetaB.MEpalevioletred2_HostT.MEskyblue2_NEU	2.00E-16	0.956
MetaB.MEpalevioletred2_HostT.MEskyblue3.1_NEU	0.004	0.351
MetaB.MEpalevioletred2_HostT.MEslateblue2_NEU	0.004	0.544
MetaB.MEpalevioletred2_HostT.MEsteelblue1_NEU	0.056	0.4637
MetaB.MEpalevioletred2_HostT.MEsteelblue4_NEU	0.002	0.464
MetaB.MEpalevioletred2_HostT.MEtan.1_NEU	2.00E-16	0.425
MetaB.MEpalevioletred2_HostT.MEtan4_NEU	2.00E-16	0.73
MetaB.MEpalevioletred2_HostT.MEthistle4_NEU	2.00E-16	0.681
MetaB.MEpalevioletred2_HostT.MEturquoise_NEU	2.00E-16	1.233
MetaB.MEpalevioletred2_HostT.MEwhite_NEU	2.00E-16	0.792
MetaB.MEpalevioletred2_HostT.MEyellow_NEU	2.00E-16	0.988
MetaB.MEpalevioletred2_HostT.MEyellow2_NEU	2.00E-16	0.801
MetaB.MEpink_HostT.MEbisque4_NEU	2.00E-16	1.221
MetaB.MEpink_HostT.MEblue2_NEU	2.00E-16	0.971
MetaB.MEpink_HostT.MEblueviolet_NEU	2.00E-16	1.061
MetaB.MEpink_HostT.MEbrown_NEU	2.00E-16	1.095
MetaB.MEpink_HostT.MEbrown3_NEU	2.00E-16	1
MetaB.MEpink_HostT.MEchocolate2_NEU	2.00E-16	0.922
MetaB.MEpink_HostT.MEchocolate4_NEU	2.00E-16	0.847
