#NAME	K056V0	K072V0	K079V0	K083V0	K084V0	K085V0	K086V0	K147V0	K096V0	K098V0	K100V0	K101V0	K105V0	K107V0	K110V0	K111V0	K112V0	K119V0	K121V0	K122V0	K131V0	K136V0	K138V0	K144V0	K154V0	K155V0	K157V0	K169V0	K170V0	K171V0	K173V0	K174V0	K177V0	K179V0	K180V0	K182V0	K184V0	K188V0	1040V4	J095V4	1107V4	X003V4	1004V4	X004V4	S106V8	S099V8	C220V8	C402V8	C422V8	K054V0	K055V0	K057V0	K060V0	K194V0	K003V4	K005V4	K019V4	K037V4	C532V8
Siglec-9	2.319365935	2.089570318	1.968651107	2.083556203	2.240955596	2.299428394	2.106792335	0	2.626909129	2.235034605	2.285330905	2.446861893	1.914064835	2.195480498	2.487800196	2.435415426	1.90545033	2.449097591	2.362391806	2.014848654	2.371980717	1.829245651	1.928766577	1.47282092	2.674226564	2.797245743	2.967615872	2.311483315	2.390877823	2.67366194	2.032365739	2.374876817	2.925469837	2.640355782	2.498464037	2.305963493	2.522874957	2.563206589	2.101528054	2.34567955	2.266941192	2.148543516	2.36104213	2.152065664	1.972717547	2.347942098	2.3090651	2.535909527	2.125888216	2.327026247	2.39662524	2.318190108	2.192679265	2.566674299	1.936200505	2.21737953	1.932959985	2.308841878	2.033491393
TACE	3.24517223	2.699802258	2.149896152	2.689481064	3.191950034	3.034155015	3.246478772	0	3.084084193	3.109058708	2.95283935	4.112016591	2.786254476	2.56500974	2.613646108	3.70225224	3.244415507	2.994151046	3.968377275	2.772918936	2.305163075	2.472846334	2.281753994	2.242398419	2.818642917	3.107763692	3.077051414	3.017468717	3.046447192	3.894148219	2.92416297	3.18031695	4.173153436	3.017945738	3.109838706	3.311547425	3.862301329	3.5349128	2.614386079	3.542314921	2.916414669	2.217217317	1.977550121	2.76469231	3.4938757	3.410497468	2.516972448	3.593878644	3.914138669	3.8241525	3.29327777	2.980211702	3.099941847	4.883131089	3.275815383	2.924532499	3.061114137	2.685993462	2.837218061
Thyroglobulin	4.606552716	4.591569868	4.376161545	4.316616164	4.246367661	4.591759251	4.419324463	0	4.753699712	4.447953927	4.799939371	4.585485616	4.338812676	4.25270778	4.7083362	4.581003547	4.170345631	4.255795557	4.248071637	4.33598397	4.582276235	4.649009612	4.280419047	3.8971278	4.817553621	4.943105371	4.934966119	4.508659932	4.742074929	4.81334397	4.478930671	4.715558028	5.170503256	4.94722744	4.662190198	4.799398719	4.990799665	4.903683955	4.012362801	4.488989194	4.328578516	4.119786186	4.429340711	4.830815055	4.122699738	4.423842684	4.198437156	4.462073128	4.483917798	4.448505162	4.493147715	4.443646181	4.426971107	4.444684982	4.240944439	4.039162502	4.378425705	4.319294541	4.360194112
TIMP-4	3.628707338	3.307111616	3.283118223	3.588434773	3.549869678	3.353958854	3.81329843	0	3.41924645	3.444950264	3.644514956	3.609428616	3.394256457	3.457385427	3.374125733	3.48449915	3.318310395	3.524844249	3.668710116	3.475473376	3.510564498	3.656735986	3.350262414	3.296112809	4.053637677	3.661835607	3.719031251	3.646927629	3.825361816	3.493370106	3.507729903	3.582486606	3.773092639	3.692924596	3.899598717	3.409016479	3.661947443	3.669548856	3.33144989	3.450046498	3.221128118	3.423578525	3.57298905	3.658610162	3.803031206	3.048386556	3.449541298	3.239617535	3.44248447	3.32639006	3.486951527	3.356373356	3.52878909	4.036319145	3.496904973	3.361259856	3.171695844	3.352271586	3.654613423
TSH	3.183042354	3.214009938	3.289916461	3.025089372	2.988318441	3.318189645	3.134437035	0	3.279122048	3.302071119	3.361229322	3.599952202	2.840230327	2.823176902	3.351011027	3.158956708	3.145183801	3.310855877	3.550825513	2.858559168	3.433606208	3.174001225	2.945649559	2.887549856	3.519091583	3.663214986	3.812710821	3.414034614	3.339673483	3.579860589	3.143754925	3.53835862	3.695334712	3.723696136	3.402775991	3.421009961	3.4593404	3.461449263	2.846156493	3.270355074	2.986976528	2.749590348	3.079929319	2.891567092	3.137685833	3.17407447	2.796887563	3.190794108	3.290369188	2.918354129	3.246525327	3.076795737	3.079660015	3.695727392	2.799167265	3.247880175	2.746664213	3.030479722	2.922608759
2B4	2.327280817	2.635834232	2.527539022	2.1701434	1.746998362	2.5382005	2.40405251	2.373194869	2.343950521	2.029091588	2.291186042	1.926607911	2.646692266	3.22282787	4.501573111	2.999048783	3.019946349	2.774266236	2.650608315	2.583010182	3.923773382	2.815703679	2.265959925	2.058619041	2.732692281	2.620790205	2.840744558	2.208354502	4.595564509	2.415617885	2.391087497	2.289778893	3.657414527	2.640853537	2.112086919	2.409898076	3.181144484	2.360739425	2.666114813	2.912270567	2.583505875	2.446689314	2.640581566	2.39939891	2.803479747	3.347085928	2.435676159	2.841917164	2.571668589	2.471894443	2.341781814	2.56079496	2.303462391	2.616496601	4.057610856	2.655949138	2.404508739	2.784417188	2.374097557
ADAM9	2.679324076	3.152213145	2.828082917	3.138916888	2.830852927	2.935995643	2.83635508	0	2.70397664	2.560503827	2.753714025	2.934998988	2.801202157	2.964228973	4.213009898	3.059244769	3.285759709	2.857793016	3.09638769	3.09411928	3.675979907	2.958319757	2.96020888	2.780591633	2.933367478	2.923536446	3.116399012	2.620649393	4.756151096	2.727082057	2.769451568	2.737452516	3.394914548	2.527089285	2.699607176	2.70605141	3.099471713	2.607970112	2.895437125	3.122345054	2.786366106	2.903616664	2.949753572	2.88269254	3.04736764	3.171121871	2.818699268	2.742415533	3.188221419	2.818451904	2.721634437	2.846111223	2.783830637	3.020175249	3.36104969	3.099952226	2.719806412	2.916726552	2.804168892
ANG-2	2.80713925	2.580305285	2.601579722	2.792285251	2.616422326	2.536569348	2.415658776	2.805996224	2.4422052	2.587890132	2.491021364	2.759091871	2.427121188	2.537419301	2.911546758	2.809210254	2.80012602	2.399784024	3.0111704	3.026130551	2.550773335	2.657341961	2.921302498	2.543459508	2.578181878	2.221336295	2.756200587	2.08086989	2.657404654	2.533733151	2.65738287	2.604875207	2.843637746	2.361781257	2.858706413	2.679681812	2.753372257	2.669711248	2.663818828	2.440401779	2.497607771	2.636445465	2.624733781	2.855140043	2.741304835	2.82666746	2.49154994	2.462393079	2.804762185	2.904186746	2.760867576	2.521775491	2.395097324	2.530165107	3.292352762	2.93587181	2.315381442	2.397313527	2.680111317
APRIL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.603841654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.959040004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMP-2	0	0	1.157571895	1.37650976	1.190790478	1.674517679	1.044575853	0	0	0	0	1.220342257	1.861294368	1.551694871	1.406991364	0.624144179	1.715241987	2.012237648	0	0	0	0.596580311	0	0	1.927014802	1.054086825	2.052395324	0	0	0	0	0.783896283	0	0	0	0	0	0	0	2.122615509	0	1.809796026	0	1.70384982	1.543097574	1.224137393	1.591491624	1.459335008	1.124479394	0	0	0	0	0.947657502	0.822875138	1.635136193	1.02714915	1.301486596	0.761528328
BMP-9	0.547066191	1.054867544	1.525460056	1.794147528	1.208186932	1.338430422	1.203349059	1.182026346	0.19987598	0.538005517	0.361631618	1.153832274	1.380799868	1.65266922	1.526399113	1.442328969	1.566899233	1.600607229	1.07234328	0.638203665	1.324077651	1.074350994	1.199089795	0.750022806	1.534704941	1.17048662	1.605121954	0.629546042	1.297194421	0	0	0.799599293	0.749417774	0	0	0	0	0	1.048570149	1.560241673	1.020171222	1.414370041	1.575269488	1.403567457	1.395778846	1.09994279	1.356265577	1.402724474	1.252987485	1.142109439	1.044041497	1.014253995	0	1.238485617	1.327542682	1.407391609	1.414929192	1.249102272	1.061489239
C5a	3.109237121	3.22382154	3.181317436	2.754306019	3.164608419	3.161208053	2.979508226	3.012581019	3.115163048	3.083140145	3.056382952	3.101188795	3.165062629	3.084688077	3.146685275	3.086836235	3.227325755	3.210353385	3.519340922	3.026404129	2.886754536	2.717986288	2.883688628	3.095856599	2.939402942	3.039023079	3.278648984	2.898817137	3.146083618	3.029354037	3.070297361	3.002948216	3.190625945	2.908023692	3.044552075	2.848117026	3.199144677	2.831384632	3.03146855	3.053050615	3.000104057	3.152541375	3.069814878	3.17021121	3.037875548	3.371271704	2.934595372	3.064909936	3.332902301	3.178361179	3.080702556	2.919645037	3.014106075	3.506915843	2.801772227	3.108281621	3.134977459	3.202624065	2.930412467
Cathepsin L	3.190812842	3.330334709	3.16260126	3.173580918	3.127876082	3.360907424	3.141283338	2.833622408	3.486113625	3.057684469	3.226813958	2.724199145	3.415185452	3.559363996	5.032439282	3.917470143	3.557715251	3.497351196	3.336534919	3.426702157	4.627580348	3.374648384	3.105709032	3.172350218	3.387023004	3.585889632	3.647241919	2.796639846	5.19965574	3.095834227	3.047549047	3.15937298	4.154540413	3.16854732	3.080312851	3.134868018	3.651514624	2.988367162	3.245088929	3.596331154	3.31797978	3.099189251	3.387947083	3.174944493	3.559704031	3.891868716	3.257281379	3.465309568	3.516950612	3.542660139	3.016566018	3.084744003	3.136566619	3.86580928	4.269273401	3.464537722	3.094519151	3.307566997	3.176435063
CD200	3.739282798	3.675674533	3.690338087	3.760129159	3.728860363	3.814741593	3.663388788	3.749911564	3.706068992	3.611319348	3.71391957	3.561152723	3.642992436	3.630805756	3.638711729	3.650369882	3.593718827	3.627486941	3.714583978	3.582345336	3.618257189	3.60648705	3.604007036	3.608122534	3.65117682	3.590354701	3.805669663	3.540325808	3.724231514	3.720260005	3.714756461	3.667761829	3.888953016	3.615493562	3.684906601	3.686326414	3.68538989	3.631566298	3.60805757	3.622415405	3.569239205	3.689934545	3.737496754	3.707742419	3.635805711	3.700333543	3.635149767	3.607939031	3.799862383	3.798073028	3.658946697	3.623428744	3.713627769	4.057419508	3.746689817	3.781893014	3.685587255	3.780156254	3.66197336
CD97	4.396619848	4.410048897	4.595236755	4.649486783	4.421694158	4.54282869	4.450702889	4.639212722	4.588856815	4.404068673	4.561082931	4.516314636	4.488151268	4.451613553	4.57692609	4.417477721	4.67445845	4.596860012	4.545323012	4.680896362	4.501849654	4.66836326	4.652154401	4.499142447	4.576358697	4.574937592	4.868620335	4.350197126	4.489015941	4.473463124	4.496946591	4.512887031	4.506340895	4.477536066	4.492911073	4.482857115	4.567466903	4.335701437	4.727774943	4.511269722	4.445816278	4.500482849	4.58363939	4.469288562	4.631581179	4.631517144	4.394198569	4.565315499	4.65709897	4.568300968	4.484455231	4.466804948	4.494386105	4.71450466	4.429193944	4.617174293	4.643194468	4.820702782	4.573515324
Chemerin	4.265364578	4.303850596	4.518406956	4.478544417	4.412146682	4.410483254	4.481977338	4.329790318	4.448297208	4.363569876	4.479026879	4.314061497	4.278265989	4.557445948	4.496441856	4.430819583	4.41347032	4.369539762	4.339538248	4.353092284	4.495576725	4.383220054	4.41420894	4.385827049	4.421729612	4.36451506	4.502024401	4.28191125	4.215644102	4.262023173	4.329170171	4.309467294	4.306953771	4.285008922	4.29957959	4.198904621	4.239669806	4.283090116	4.398080605	4.447490998	4.382282369	4.353681819	4.407472488	4.470618522	4.543875111	4.2676478	4.636231698	4.521608921	4.448453765	4.326545924	4.393653723	4.331288984	4.247058385	4.504235657	4.421401697	4.343837284	4.468108738	4.439071982	4.472737839
DcR3	3.625772739	3.947039221	4.162548112	3.859290499	3.731518448	4.232551797	3.787640942	4.097582176	3.769965565	3.610844907	3.92089444	3.972212794	4.08505007	3.964178033	4.177951298	4.009163763	4.143195795	3.852092418	4.276787466	3.838579586	4.534957702	4.074216684	3.7447976	4.097717692	3.795621874	3.479580513	3.837648039	3.315053531	3.859348381	4.083179107	3.161341658	3.836281283	4.280824638	3.144763475	3.740475369	3.320011116	3.983288164	3.833672698	4.011011485	4.256467777	4.032889552	4.250281644	4.104085819	3.974409229	3.93984929	4.112848621	4.05175447	3.907698601	3.946663957	3.85795273	3.856046573	3.823452855	3.469995287	4.623578422	4.482643854	4.12541002	4.076326671	4.020410334	3.952521715
FABP2	4.08613829	4.108622405	4.310645097	4.194849535	4.208324636	4.22593918	4.050822977	4.147198991	4.115807977	4.055969911	3.976531446	3.885404834	4.19563323	4.170318265	4.304918629	4.184469877	4.199221039	4.216511844	4.190076174	4.185792532	4.289411297	4.118822321	4.129745655	4.066918461	4.152168989	4.096646105	4.287908277	4.131085958	4.13805025	4.157492484	4.049979906	4.303301056	4.294514291	4.061243756	4.094787181	4.079042101	4.140061625	3.963909071	4.150456022	4.234409564	4.246522222	4.180952711	4.193412655	4.090083791	4.288277948	4.287963507	4.165241428	4.115325993	4.226990637	4.229439787	4.182956349	4.108862948	4.091357057	4.324188997	4.288737117	4.254096771	4.328915263	4.327093588	4.069698597
FAP	3.908342052	3.821275011	4.066692461	3.985336385	3.957433583	4.050426694	4.005039407	4.007026675	3.923646202	3.935683972	3.946374614	4.004201908	4.079579846	4.070160363	4.071180902	4.061943825	4.058410273	4.039897582	4.038558289	4.047560342	4.058448966	4.015197502	4.038865794	4.115783073	3.998374361	3.993268463	4.080220438	4.068212181	3.95299099	3.966137821	4.042004266	4.006994937	4.041613274	4.005433629	4.030319346	4.017691256	4.072857384	4.032326206	4.048186086	4.133161138	4.109159906	4.087495205	4.077519352	4.038005923	4.056809929	3.712751544	4.062650152	4.031403078	3.735065899	3.943277729	3.965212866	3.964386206	3.932159659	3.984906973	4.071537334	4.059901569	4.037245291	4.013058397	4.01347376
FGF-19	0	0.169273504	2.022538697	2.825706964	2.442302282	0	1.316781857	0	0	0	0	2.312957287	2.144074702	1.857141921	1.589543188	1.991807584	2.223855898	1.614714783	2.511083281	1.183613561	0	1.002530664	1.925065086	0	1.897552368	0	2.17567722	0	1.472541295	0.200100946	0	0	1.922259057	0	0	0	1.070273691	0	1.959510777	0.737595784	0	1.772894891	0	0	2.198571261	2.161997576	1.338110631	2.142787614	2.738099772	0	0	0	0	3.279846514	2.318982165	0	1.307955798	1.663661577	0
Galectin-3	3.209032596	2.323088151	3.146265437	3.033717489	3.131961785	1.86905105	3.218298298	3.071116304	2.58974031	1.863973925	2.749288811	1.609284055	2.484616714	2.961513178	2.470144198	2.820371408	3.414923826	1.932737337	3.101464233	2.323006698	3.022091708	2.957731077	2.765844732	3.167644036	3.359982051	1.82596732	2.958128789	2.897360623	3.059010788	2.411647876	0	1.810800366	1.899873753	1.734292892	2.592224541	2.644363799	2.534650414	2.131381132	2.969891753	0.956469278	1.940195141	0	2.982510802	2.550171554	2.680947822	3.658069546	3.124713617	2.558421559	3.190269358	3.173673106	3.273645285	3.465463128	3.017737586	2.234990941	2.803658468	3.540848634	2.913489578	3.423210982	2.48007337
HGF R	3.070360196	3.15848725	3.296753504	3.181931868	3.168095874	3.33700144	3.288901188	3.20613479	3.182924048	3.113238547	3.207365024	3.220037829	3.27802934	3.295455991	3.255723357	3.30058013	3.226766927	3.259968722	3.257567094	3.302475154	3.297218532	3.176855136	3.270381079	3.352231678	3.194635612	3.296075577	3.24617457	3.281158121	3.131855904	3.256778305	3.272533429	3.253367914	3.25733293	3.214229041	3.253723082	3.228478014	3.301136627	3.278419482	3.257623451	3.392523842	3.369274198	3.337401862	3.294023847	3.342122816	3.326001352	3.274993668	3.286184796	3.240294786	3.089097767	3.073810432	3.142089954	3.164343782	3.092152939	3.234819145	3.308694436	3.305374838	3.26354126	2.986184263	3.252597899
IFNab R2	0	2.902128759	3.058262702	1.079890757	0	2.840312252	2.691525921	2.401301644	2.662010625	1.225800207	2.836456091	3.418887492	2.182503845	2.49806097	3.006393337	2.465201668	2.45522349	0	0	1.036849817	2.848698586	0	2.382922477	0	0	2.229330408	3.276006719	2.923728716	0	2.055193848	0	0	0	0	0	0	2.145377678	0	0	1.717142023	0	2.280060492	2.700351029	2.73080566	0	2.247489869	0	0	0	0	0	0	0	2.280044773	2.46438759	2.561568208	0	1.43877432	0
IGF-2	0	2.576736342	2.903196945	2.46979852	1.056640622	3.23039566	2.839856643	0	0	2.213320166	2.116723228	2.743385904	2.216239084	2.992022913	3.185442592	3.214379891	3.159662987	2.353806891	3.251825801	3.22764386	2.686544991	2.761696708	2.945010734	2.816107762	2.480525951	0	3.16158541	0	2.763094599	0	1.937784699	2.099943839	0	0	0	0	3.030448156	0	2.532833797	2.43454311	0	2.956298025	2.787766997	2.967004102	2.427530847	0	0	0	0	0	0	0	0	2.451167567	3.684254912	0	0	2.043109722	0
IGF-2R	2.430616641	2.52719896	2.871512151	2.832954465	2.671862602	2.874633292	2.885912136	2.225396319	2.656273218	2.375558164	3.027157539	3.1379095	2.944996084	2.922243243	3.130764207	2.823522606	2.943304026	2.900987961	2.870174182	2.938999485	2.824479704	2.811386966	2.733122482	2.784302614	2.784706442	2.680957697	2.562242034	2.785662178	2.738109331	2.670648118	2.46072923	2.562765099	2.711687987	2.398898781	2.717282306	2.190165737	2.745115383	2.385511312	2.54692597	2.826995579	2.770666397	2.841382189	2.821241331	2.984557678	2.797409801	2.810863294	2.602447437	2.512928509	2.577477268	2.44001909	2.706817298	2.57065672	2.307167371	2.766520716	3.115535521	2.786159985	2.640526785	2.867336676	2.755745205
IL-1 R6	3.159263178	3.936131619	3.98301088	3.203194836	2.898139458	3.829419442	3.656169627	3.974458591	3.891318042	3.723040442	3.783950146	4.062372663	3.630030663	3.687387135	4.009821877	3.655744092	3.78713529	3.402230876	3.834599377	3.277215737	3.696537892	3.450615824	3.446906266	3.595852284	3.501341713	3.626751744	4.076772981	4.080721948	3.509026775	3.82220089	3.410924991	3.584105116	3.949951983	3.281085723	3.255884758	3.30714248	3.800796884	3.550773183	3.65636551	3.873583252	3.57511953	3.595190208	3.678714201	3.778560997	3.706179577	3.08821234	3.394696453	3.691404925	3.647243814	3.224875858	3.154089411	3.163407628	2.368909208	4.076153066	4.004561647	3.639682352	3.622775948	3.554834208	3.401890942
IL-24	0	0	0	0	0	0	0	0	0	0	0	3.438608223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL-33	0	1.902226499	1.370678775	0	0	2.138116798	0.709614811	0.691169294	1.931089537	0	0.355255759	1.050266219	1.656590626	2.121661827	3.792061169	2.226810928	2.439284409	2.129339766	1.515522094	2.056767753	3.649473948	1.737910379	0	1.221738605	2.012213615	2.219636866	1.920950815	0	4.19473335	0.974067277	0	1.107743924	3.100014103	1.468298007	0	1.440140388	2.626447048	0	1.55291458	2.216694965	1.732811708	0	2.090251745	0.388074264	2.489138673	2.420394497	1.333474739	1.949970304	2.242332177	1.363396756	1.414401488	2.997118953	0	2.960237988	2.885715042	1.924625507	1.421498108	1.799620748	0
Kallikrein 14	2.280169087	2.538843446	2.325544284	2.330646445	2.815801094	2.646485591	2.416038543	2.40834641	2.348745003	2.363627785	2.124549196	2.294580641	2.66630488	2.655656658	3.796512188	2.571267261	2.769451263	2.515319155	2.306394216	2.492240798	3.399642652	2.501017623	2.501505013	2.502168535	2.585888842	2.481763883	2.64627893	2.422042869	3.985561627	2.357172216	2.292652434	2.304404191	2.694151076	2.147782193	1.848570429	2.370675187	2.752339021	2.218200328	2.212958367	2.708581657	2.479493404	2.412738181	2.481422256	2.340263724	2.787099907	2.617313002	2.460159925	2.341708949	2.67816211	2.330525861	2.411470264	2.341242648	2.457611505	2.928531096	2.87379768	2.414229804	2.432007391	2.147709778	2.106027443
Legumain	4.374002636	4.516618175	4.442043916	4.404605149	4.470388065	4.60680857	4.430838003	4.507015626	4.434649247	4.355137628	4.415300451	4.187554098	4.313909363	4.549420928	4.554507757	4.460168635	4.569903225	4.439484976	4.512329167	4.227579549	4.512793143	4.554144562	4.438583653	4.530006298	4.471092679	4.345864969	4.578031926	4.541247138	4.274355819	4.40246609	4.368504939	4.42391112	4.460718188	4.415656857	4.437404743	4.458862937	4.449421037	4.37608119	4.544530015	4.463233613	4.48653495	4.405794531	4.219030601	4.500420031	4.546738186	4.573369277	4.431866717	4.437514153	4.427563891	4.200356051	4.442490933	4.377735506	4.374601827	4.530281943	4.487808215	4.396010167	4.478756741	4.488651815	4.504850713
